window_id,sample_in_window,split,temperature_C,mq2_adc,label
6,3,train,27.09,117,0
6,4,train,26.97,133,0
6,5,train,27.17,124,0
6,6,train,26.93,121,0
6,7,train,27.4,117,0
6,8,train,27.1,118,0
6,9,train,27.08,118,0
6,10,train,27.17,132,0
6,11,train,27.07,117,0
6,12,train,26.92,124,0
6,13,train,27.07,119,0
6,14,train,27.06,131,0
6,15,train,26.91,125,0
6,16,train,27.04,129,0
6,17,train,27.16,129,0
6,18,train,27.13,124,0
6,19,train,27.02,119,0
6,20,train,26.99,128,0
6,21,train,27.1,119,0
6,22,train,26.84,127,0
6,23,train,26.83,128,0
6,24,train,26.95,122,0
6,25,train,26.85,115,0
6,26,train,26.9,126,0
6,27,train,26.79,132,0
6,28,train,26.76,115,0
6,29,train,26.95,127,0
7,0,train,29.19,125,0
7,1,train,29.22,121,0
7,2,train,29.08,121,0
7,3,train,29.14,128,0
7,4,train,29.23,121,0
7,5,train,29.35,118,0
7,6,train,29.18,117,0
7,7,train,29.25,131,0
7,8,train,29.19,111,0
7,9,train,29.2,126,0
7,10,train,29.2,128,0
7,11,train,29.29,121,0
7,12,train,29.29,121,0
7,13,train,29.1,117,0
7,14,train,29.41,125,0
7,15,train,29.45,112,0
7,16,train,29.47,113,0
7,17,train,29.17,116,0
7,18,train,29.28,121,0
7,19,train,29.53,120,0
7,20,train,29.43,118,0
7,21,train,29.72,118,0
7,22,train,29.25,123,0
7,23,train,29.43,123,0
7,24,train,29.44,123,0
7,25,train,29.25,125,0
7,26,train,29.46,127,0
7,27,train,29.33,124,0
7,28,train,29.44,117,0
7,29,train,29.27,121,0
8,0,train,27.3,108,0
8,1,train,27.63,97,0
8,2,train,27.59,110,0
8,3,train,27.47,94,0
8,4,train,27.43,97,0
8,5,train,27.57,104,0
8,6,train,27.61,108,0
8,7,train,27.62,93,0
8,8,train,27.48,105,0
8,9,train,27.43,101,0
8,10,train,27.45,100,0
8,11,train,27.58,103,0
8,12,train,27.61,101,0
8,13,train,27.48,104,0
8,14,train,27.56,101,0
8,15,train,27.61,107,0
8,16,train,27.57,103,0
8,17,train,27.46,95,0
8,18,train,27.39,102,0
8,19,train,27.33,109,0
8,20,train,27.27,100,0
8,21,train,27.66,97,0
8,22,train,27.55,93,0
8,23,train,27.28,104,0
8,24,train,27.41,108,0
8,25,train,27.42,96,0
8,26,train,27.14,105,0
8,27,train,27.44,102,0
8,28,train,27.57,100,0
8,29,train,27.64,101,0
9,0,train,29.43,89,0
9,1,train,29.45,84,0
9,2,train,29.69,88,0
9,3,train,29.53,86,0
9,4,train,29.57,85,0
9,5,train,29.41,89,0
9,6,train,29.5,83,0
9,7,train,29.35,84,0
9,8,train,29.46,91,0
9,9,train,29.22,88,0
9,10,train,29.29,90,0
9,11,train,29.37,87,0
9,12,train,29.42,90,0
9,13,train,29.31,83,0
9,14,train,29.53,91,0
9,15,train,29.41,92,0
9,16,train,29.27,83,0
9,17,train,29.48,79,0
9,18,train,29.24,88,0
9,19,train,29.33,87,0
9,20,train,29.41,87,0
9,21,train,29.17,83,0
9,22,train,29.24,84,0
9,23,train,29.28,97,0
9,24,train,29.09,89,0
9,25,train,29.27,86,0
9,26,train,29.19,88,0
9,27,train,29.25,84,0
9,28,train,28.94,87,0
9,29,train,29.2,91,0
10,0,train,28.5,117,0
10,1,train,28.42,113,0
10,2,train,28.3,115,0
10,3,train,28.25,107,0
10,4,train,28.21,113,0
10,5,train,28.17,102,0
10,6,train,28.5,116,0
10,7,train,28.24,112,0
10,8,train,28.22,110,0
10,9,train,28.26,108,0
10,10,train,28.55,96,0
10,11,train,28.34,111,0
10,12,train,28.29,112,0
10,13,train,28.04,111,0
10,14,train,28.29,116,0
10,15,train,28.48,110,0
10,16,train,28.19,106,0
10,17,train,28.35,103,0
10,18,train,28.17,102,0
10,19,train,28.17,117,0
10,20,train,28.06,110,0
10,21,train,28.15,105,0
10,22,train,28.13,107,0
10,23,train,28.15,106,0
10,24,train,28.04,114,0
10,25,train,28.17,111,0
10,26,train,28.21,122,0
10,27,train,27.97,108,0
10,28,train,28.1,101,0
10,29,train,28.05,109,0
11,0,train,30.49,144,0
11,1,train,30.34,140,0
11,2,train,30.58,136,0
11,3,train,30.4,129,0
11,4,train,30.5,137,0
11,5,train,30.32,133,0
11,6,train,30.35,135,0
11,7,train,30.37,133,0
11,8,train,30.47,133,0
11,9,train,30.07,131,0
11,10,train,30.44,135,0
11,11,train,30.38,129,0
11,12,train,30.36,137,0
11,13,train,30.31,135,0
11,14,train,29.95,130,0
11,15,train,30.33,135,0
11,16,train,30.43,132,0
11,17,train,30.26,135,0
11,18,train,30.21,133,0
11,19,train,30.29,131,0
11,20,train,30.2,135,0
11,21,train,30.1,139,0
11,22,train,30.14,128,0
11,23,train,29.97,131,0
11,24,train,30.33,137,0
11,25,train,30.22,129,0
11,26,train,30.09,136,0
11,27,train,30.25,130,0
11,28,train,30.32,134,0
11,29,train,30.18,127,0
12,0,train,27.49,93,0
12,1,train,27.58,98,0
12,2,train,27.44,98,0
12,3,train,27.29,109,0
12,4,train,27.32,106,0
12,5,train,27.4,107,0
12,6,train,27.16,100,0
12,7,train,27.36,99,0
12,8,train,27.27,108,0
12,9,train,27.18,103,0
12,10,train,27.35,95,0
12,11,train,27.32,108,0
12,12,train,27.26,105,0
12,13,train,27.32,103,0
12,14,train,27.35,107,0
12,15,train,27.27,101,0
12,16,train,27.05,107,0
12,17,train,27.21,104,0
12,18,train,27.12,109,0
12,19,train,27.37,103,0
12,20,train,27.25,103,0
12,21,train,27.18,95,0
12,22,train,27.07,102,0
12,23,train,26.96,89,0
12,24,train,27.15,94,0
12,25,train,27.14,98,0
12,26,train,26.97,107,0
12,27,train,27.21,107,0
12,28,train,27.07,109,0
12,29,train,27.07,107,0
13,0,train,29.34,126,0
13,1,train,29.46,135,0
13,2,train,29.48,128,0
13,3,train,29.22,124,0
13,4,train,29.48,131,0
13,5,train,29.33,127,0
13,6,train,29.22,133,0
13,7,train,29.27,134,0
13,8,train,29.39,135,0
13,9,train,29.49,131,0
13,10,train,29.44,131,0
13,11,train,29.3,135,0
13,12,train,29.38,132,0
13,13,train,29.14,132,0
13,14,train,29.45,130,0
13,15,train,29.57,139,0
13,16,train,29.55,136,0
13,17,train,29.6,131,0
13,18,train,29.6,135,0
13,19,train,29.37,134,0
13,20,train,29.39,130,0
13,21,train,29.52,129,0
13,22,train,29.27,132,0
13,23,train,29.59,134,0
13,24,train,29.47,137,0
13,25,train,29.34,134,0
13,26,train,29.59,137,0
13,27,train,29.23,135,0
13,28,train,29.57,134,0
13,29,train,29.45,134,0
14,0,train,28.4,114,0
14,1,train,28.45,106,0
14,2,train,28.26,107,0
14,3,train,28.39,121,0
14,4,train,28.34,119,0
14,5,train,28.54,114,0
14,6,train,28.24,107,0
14,7,train,28.36,117,0
14,8,train,28.36,110,0
14,9,train,28.4,112,0
14,10,train,28.3,108,0
14,11,train,28.35,115,0
14,12,train,28.44,123,0
14,13,train,28.26,111,0
14,14,train,27.97,117,0
14,15,train,28.2,117,0
14,16,train,28.18,110,0
14,17,train,28.27,116,0
14,18,train,28.33,117,0
14,19,train,28.11,120,0
14,20,train,28.34,103,0
14,21,train,28.03,115,0
14,22,train,28.23,122,0
14,23,train,28.34,116,0
14,24,train,28.4,119,0
14,25,train,28.03,109,0
14,26,train,28.3,118,0
14,27,train,28.27,109,0
14,28,train,28.37,114,0
14,29,train,28.08,108,0
15,0,train,29.71,119,0
15,1,train,29.84,108,0
15,2,train,29.7,110,0
15,3,train,29.81,123,0
15,4,train,29.74,108,0
15,5,train,29.55,108,0
15,6,train,29.42,114,0
15,7,train,29.89,118,0
15,8,train,29.63,107,0
15,9,train,29.72,124,0
15,10,train,29.81,116,0
15,11,train,29.52,128,0
15,12,train,29.68,112,0
15,13,train,29.5,125,0
15,14,train,29.5,103,0
15,15,train,29.24,116,0
15,16,train,29.56,113,0
15,17,train,29.49,113,0
15,18,train,29.48,117,0
15,19,train,29.44,114,0
15,20,train,29.19,111,0
15,21,train,29.51,113,0
15,22,train,29.43,116,0
15,23,train,29.25,116,0
15,24,train,29.28,112,0
15,25,train,29.27,111,0
15,26,train,29.31,118,0
15,27,train,29.14,125,0
15,28,train,29.13,115,0
15,29,train,29.27,110,0
16,0,train,27.5,133,0
16,1,train,27.48,129,0
16,2,train,27.56,129,0
16,3,train,27.58,125,0
16,4,train,27.6,131,0
16,5,train,27.63,131,0
16,6,train,27.37,142,0
16,7,train,27.23,127,0
16,8,train,27.42,134,0
16,9,train,27.55,138,0
16,10,train,27.49,128,0
16,11,train,27.27,137,0
16,12,train,27.53,126,0
16,13,train,27.48,128,0
16,14,train,27.51,125,0
16,15,train,27.34,135,0
16,16,train,27.46,127,0
16,17,train,27.16,128,0
16,18,train,27.48,135,0
16,19,train,27.49,137,0
16,20,train,27.45,129,0
16,21,train,27.15,134,0
16,22,train,27.41,133,0
16,23,train,27.35,135,0
16,24,train,27.26,122,0
16,25,train,27.32,134,0
16,26,train,27.28,138,0
16,27,train,27.39,147,0
16,28,train,27.2,123,0
16,29,train,27.47,138,0
17,0,train,30.4,138,0
17,1,train,30.14,123,0
17,2,train,30.27,123,0
17,3,train,30.21,119,0
17,4,train,30.14,127,0
17,5,train,30.39,129,0
17,6,train,30.44,135,0
17,7,train,30.53,132,0
17,8,train,30.58,122,0
17,9,train,30.21,131,0
17,10,train,30.59,123,0
17,11,train,30.45,126,0
17,12,train,30.71,125,0
17,13,train,30.58,135,0
17,14,train,30.6,128,0
17,15,train,30.66,133,0
17,16,train,30.66,123,0
17,17,train,30.78,132,0
17,18,train,30.6,132,0
17,19,train,30.63,126,0
17,20,train,30.71,133,0
17,21,train,30.85,126,0
17,22,train,30.74,133,0
17,23,train,30.73,129,0
17,24,train,31.07,132,0
17,25,train,30.87,124,0
17,26,train,30.86,118,0
17,27,train,30.82,125,0
17,28,train,30.93,112,0
17,29,train,30.9,134,0
18,0,train,28.15,129,0
18,1,train,28.09,139,0
18,2,train,27.65,144,0
18,3,train,27.99,139,0
18,4,train,28.01,139,0
18,5,train,27.97,137,0
18,6,train,28.01,141,0
18,7,train,27.86,125,0
18,8,train,27.9,144,0
18,9,train,27.75,136,0
18,10,train,27.8,141,0
18,11,train,27.9,132,0
18,12,train,27.64,141,0
18,13,train,27.77,136,0
18,14,train,27.87,145,0
18,15,train,27.59,145,0
18,16,train,27.94,140,0
18,17,train,27.78,138,0
18,18,train,27.87,130,0
18,19,train,27.62,136,0
18,20,train,27.83,142,0
18,21,train,27.74,136,0
18,22,train,27.7,145,0
18,23,train,27.69,139,0
18,24,train,28.09,136,0
18,25,train,27.66,145,0
18,26,train,27.61,148,0
18,27,train,27.83,138,0
18,28,train,27.54,145,0
18,29,train,27.61,135,0
19,0,train,26.05,114,0
19,1,train,26.24,119,0
19,2,train,26.21,127,0
19,3,train,26.1,113,0
19,4,train,26.34,114,0
19,5,train,26.36,120,0
19,6,train,26.27,122,0
19,7,train,26.18,123,0
19,8,train,26.13,125,0
19,9,train,26.44,118,0
19,10,train,26.46,116,0
19,11,train,26.51,121,0
19,12,train,26.4,115,0
19,13,train,26.31,117,0
19,14,train,26.57,112,0
19,15,train,26.45,118,0
19,16,train,26.49,129,0
19,17,train,26.27,119,0
19,18,train,26.65,120,0
19,19,train,26.57,125,0
19,20,train,26.68,119,0
19,21,train,26.8,124,0
19,22,train,26.38,113,0
19,23,train,26.53,128,0
19,24,train,26.46,121,0
19,25,train,26.99,121,0
19,26,train,26.62,115,0
19,27,train,26.64,122,0
19,28,train,26.51,111,0
19,29,train,26.85,125,0
20,0,train,30.14,109,0
20,1,train,29.79,116,0
20,2,train,29.9,107,0
20,3,train,29.89,109,0
20,4,train,29.92,121,0
20,5,train,29.87,113,0
20,6,train,30.03,114,0
20,7,train,30.0,117,0
20,8,train,30.22,119,0
20,9,train,30.12,112,0
20,10,train,30.2,112,0
20,11,train,30.23,113,0
20,12,train,30.09,117,0
20,13,train,30.3,111,0
20,14,train,30.08,113,0
20,15,train,30.36,104,0
20,16,train,30.12,110,0
20,17,train,30.31,118,0
20,18,train,30.36,117,0
20,19,train,30.39,112,0
20,20,train,30.27,111,0
20,21,train,30.48,113,0
20,22,train,30.31,108,0
20,23,train,30.38,105,0
20,24,train,30.67,118,0
20,25,train,30.4,115,0
20,26,train,30.51,115,0
20,27,train,30.54,115,0
20,28,train,30.45,103,0
20,29,train,30.46,109,0
21,0,train,28.59,123,0
21,1,train,28.72,120,0
21,2,train,28.71,120,0
21,3,train,28.67,130,0
21,4,train,28.91,126,0
21,5,train,29.0,137,0
21,6,train,28.83,122,0
21,7,train,28.69,128,0
21,8,train,28.69,130,0
21,9,train,28.62,134,0
21,10,train,28.76,135,0
21,11,train,28.66,131,0
21,12,train,28.62,124,0
21,13,train,28.7,134,0
21,14,train,28.88,126,0
21,15,train,28.76,126,0
21,16,train,28.7,126,0
21,17,train,28.69,137,0
21,18,train,28.45,132,0
21,19,train,28.68,127,0
21,20,train,29.01,121,0
21,21,train,28.75,137,0
21,22,train,28.82,133,0
21,23,train,28.84,131,0
21,24,train,28.71,131,0
21,25,train,28.61,127,0
21,26,train,28.85,131,0
21,27,train,28.83,128,0
21,28,train,28.83,123,0
21,29,train,28.52,131,0
22,0,train,27.66,118,0
22,1,train,27.68,109,0
22,2,train,27.63,114,0
22,3,train,27.74,114,0
22,4,train,27.47,106,0
22,5,train,27.65,110,0
22,6,train,27.62,112,0
22,7,train,27.29,123,0
22,8,train,27.47,115,0
22,9,train,27.67,119,0
22,10,train,27.47,121,0
22,11,train,27.58,113,0
22,12,train,27.37,116,0
22,13,train,27.41,121,0
22,14,train,27.55,114,0
22,15,train,27.28,108,0
22,16,train,27.66,100,0
22,17,train,27.23,112,0
22,18,train,27.37,120,0
22,19,train,27.56,118,0
22,20,train,27.27,112,0
22,21,train,27.18,108,0
22,22,train,27.2,120,0
22,23,train,27.33,121,0
22,24,train,27.46,117,0
22,25,train,27.23,111,0
22,26,train,27.37,125,0
22,27,train,27.24,111,0
22,28,train,27.3,122,0
22,29,train,27.4,118,0
23,0,train,29.18,83,0
23,1,train,29.08,85,0
23,2,train,29.09,91,0
23,3,train,29.07,80,0
23,4,train,28.83,85,0
23,5,train,29.04,86,0
23,6,train,28.98,88,0
23,7,train,28.89,85,0
23,8,train,29.17,91,0
23,9,train,28.85,88,0
23,10,train,28.98,89,0
23,11,train,28.89,100,0
23,12,train,28.77,81,0
23,13,train,29.01,96,0
23,14,train,28.96,92,0
23,15,train,28.76,91,0
23,16,train,29.06,87,0
23,17,train,28.9,80,0
23,18,train,28.48,87,0
23,19,train,28.82,91,0
23,20,train,28.74,90,0
23,21,train,28.53,88,0
23,22,train,28.68,97,0
23,23,train,28.53,90,0
23,24,train,28.64,95,0
23,25,train,28.67,91,0
23,26,train,28.73,89,0
23,27,train,28.59,88,0
23,28,train,28.7,90,0
23,29,train,28.51,85,0
24,0,train,30.23,115,0
24,1,train,30.39,110,0
24,2,train,30.35,125,0
24,3,train,30.28,122,0
24,4,train,30.21,124,0
24,5,train,30.4,119,0
24,6,train,30.25,112,0
24,7,train,30.31,115,0
24,8,train,30.35,115,0
24,9,train,30.26,115,0
24,10,train,30.14,119,0
24,11,train,30.3,118,0
24,12,train,30.39,110,0
24,13,train,30.39,116,0
24,14,train,30.31,127,0
24,15,train,30.36,119,0
24,16,train,30.29,113,0
24,17,train,30.68,109,0
24,18,train,30.5,119,0
24,19,train,30.57,107,0
24,20,train,30.4,122,0
24,21,train,30.57,109,0
24,22,train,30.72,117,0
24,23,train,30.4,119,0
24,24,train,30.61,119,0
24,25,train,30.73,119,0
24,26,train,30.83,106,0
24,27,train,30.68,117,0
24,28,train,30.77,117,0
24,29,train,30.55,101,0
25,0,train,28.46,130,0
25,1,train,28.64,123,0
25,2,train,28.55,131,0
25,3,train,28.56,129,0
25,4,train,28.63,128,0
25,5,train,28.66,126,0
25,6,train,28.49,138,0
25,7,train,28.52,132,0
25,8,train,28.56,132,0
25,9,train,28.45,133,0
25,10,train,28.4,143,0
25,11,train,28.85,139,0
25,12,train,28.67,136,0
25,13,train,28.46,130,0
25,14,train,28.7,134,0
25,15,train,28.49,132,0
25,16,train,28.43,133,0
25,17,train,28.78,137,0
25,18,train,28.49,130,0
25,19,train,28.54,130,0
25,20,train,28.55,131,0
25,21,train,28.49,133,0
25,22,train,28.52,130,0
25,23,train,28.56,125,0
25,24,train,28.6,137,0
25,25,train,28.62,133,0
25,26,train,28.49,121,0
25,27,train,28.64,134,0
25,28,train,28.65,134,0
25,29,train,28.64,142,0
26,0,train,27.97,82,0
26,1,train,27.95,95,0
26,2,train,27.86,97,0
26,3,train,27.96,99,0
26,4,train,28.05,100,0
26,5,train,28.15,85,0
26,6,train,28.03,90,0
26,7,train,27.74,95,0
26,8,train,28.06,96,0
26,9,train,27.99,96,0
26,10,train,27.89,96,0
26,11,train,28.14,87,0
26,12,train,28.05,95,0
26,13,train,28.04,102,0
26,14,train,28.11,106,0
26,15,train,28.11,91,0
26,16,train,28.19,106,0
26,17,train,27.99,94,0
26,18,train,28.28,94,0
26,19,train,28.15,89,0
26,20,train,28.07,99,0
26,21,train,28.22,95,0
26,22,train,28.25,100,0
26,23,train,28.04,101,0
26,24,train,28.35,90,0
26,25,train,28.47,105,0
26,26,train,28.17,97,0
26,27,train,28.08,92,0
26,28,train,28.16,99,0
26,29,train,28.21,97,0
27,0,train,31.14,79,0
27,1,train,30.81,83,0
27,2,train,30.97,82,0
27,3,train,31.11,75,0
27,4,train,30.71,82,0
27,5,train,31.0,80,0
27,6,train,30.86,79,0
27,7,train,31.04,79,0
27,8,train,30.91,77,0
27,9,train,31.26,74,0
27,10,train,31.18,78,0
27,11,train,31.0,85,0
27,12,train,31.1,83,0
27,13,train,31.03,83,0
27,14,train,30.92,79,0
27,15,train,31.19,83,0
27,16,train,31.31,89,0
27,17,train,30.95,74,0
27,18,train,31.24,88,0
27,19,train,31.19,75,0
27,20,train,31.16,73,0
27,21,train,31.34,84,0
27,22,train,31.2,83,0
27,23,train,31.22,83,0
27,24,train,31.3,82,0
27,25,train,31.27,84,0
27,26,train,31.26,79,0
27,27,train,31.32,76,0
27,28,train,31.53,87,0
27,29,train,31.52,81,0
28,0,train,27.67,82,0
28,1,train,27.31,86,0
28,2,train,27.54,91,0
28,3,train,27.58,87,0
28,4,train,27.53,91,0
28,5,train,27.52,94,0
28,6,train,27.91,82,0
28,7,train,27.53,81,0
28,8,train,27.89,90,0
28,9,train,27.7,87,0
28,10,train,27.8,87,0
28,11,train,27.61,90,0
28,12,train,27.71,99,0
28,13,train,27.82,93,0
28,14,train,27.69,90,0
28,15,train,27.93,99,0
28,16,train,27.63,82,0
28,17,train,27.79,91,0
28,18,train,27.97,91,0
28,19,train,27.71,85,0
28,20,train,27.91,78,0
28,21,train,27.86,93,0
28,22,train,27.91,83,0
28,23,train,28.06,83,0
28,24,train,27.94,78,0
28,25,train,28.05,87,0
28,26,train,28.14,87,0
28,27,train,28.13,87,0
28,28,train,28.15,90,0
28,29,train,28.25,91,0
29,0,train,26.95,130,0
29,1,train,27.04,121,0
29,2,train,27.14,127,0
29,3,train,27.1,135,0
29,4,train,27.34,135,0
29,5,train,27.24,128,0
29,6,train,27.22,132,0
29,7,train,27.31,126,0
29,8,train,27.23,124,0
29,9,train,27.47,137,0
29,10,train,27.26,125,0
29,11,train,27.45,135,0
29,12,train,27.26,125,0
29,13,train,27.5,139,0
29,14,train,27.48,129,0
29,15,train,27.42,131,0
29,16,train,27.45,143,0
29,17,train,27.49,127,0
29,18,train,27.44,139,0
29,19,train,27.34,130,0
29,20,train,27.46,134,0
29,21,train,27.35,133,0
29,22,train,27.48,136,0
29,23,train,27.63,136,0
29,24,train,27.57,127,0
29,25,train,27.5,139,0
29,26,train,27.74,132,0
29,27,train,27.73,137,0
29,28,train,27.5,129,0
29,29,train,27.84,130,0
30,0,train,26.15,86,0
30,1,train,26.12,88,0
30,2,train,26.39,94,0
30,3,train,26.14,86,0
30,4,train,26.09,80,0
30,5,train,26.23,87,0
30,6,train,26.28,89,0
30,7,train,26.34,91,0
30,8,train,26.38,91,0
30,9,train,26.35,83,0
30,10,train,26.39,95,0
30,11,train,26.26,86,0
30,12,train,26.22,84,0
30,13,train,26.29,96,0
30,14,train,26.19,93,0
30,15,train,26.38,89,0
30,16,train,26.51,82,0
30,17,train,26.33,86,0
30,18,train,26.41,90,0
30,19,train,26.37,81,0
30,20,train,26.41,94,0
30,21,train,26.56,94,0
30,22,train,26.43,85,0
30,23,train,26.23,93,0
30,24,train,26.19,90,0
30,25,train,26.54,87,0
30,26,train,26.5,89,0
30,27,train,26.38,99,0
30,28,train,26.24,88,0
30,29,train,26.42,82,0
31,0,train,28.66,123,0
31,1,train,28.57,105,0
31,2,train,28.58,121,0
31,3,train,28.65,118,0
31,4,train,28.71,116,0
31,5,train,28.65,123,0
31,6,train,28.56,122,0
31,7,train,28.8,125,0
31,8,train,28.81,124,0
31,9,train,28.98,122,0
31,10,train,28.88,116,0
31,11,train,28.63,112,0
31,12,train,28.88,114,0
31,13,train,28.82,116,0
31,14,train,28.73,115,0
31,15,train,28.84,117,0
31,16,train,28.73,111,0
31,17,train,28.81,120,0
31,18,train,28.77,121,0
31,19,train,28.99,122,0
31,20,train,28.8,121,0
31,21,train,28.8,121,0
31,22,train,28.77,119,0
31,23,train,28.84,122,0
31,24,train,29.06,117,0
31,25,train,28.88,120,0
31,26,train,28.97,112,0
31,27,train,28.97,116,0
31,28,train,28.93,110,0
31,29,train,28.93,118,0
32,0,train,29.68,134,0
32,1,train,29.43,125,0
32,2,train,29.53,127,0
32,3,train,29.74,125,0
32,4,train,29.54,124,0
32,5,train,29.49,131,0
32,6,train,29.42,133,0
32,7,train,29.66,131,0
32,8,train,29.53,130,0
32,9,train,29.5,131,0
32,10,train,29.49,132,0
32,11,train,29.49,127,0
32,12,train,29.43,132,0
32,13,train,29.65,125,0
32,14,train,29.47,123,0
32,15,train,29.36,125,0
32,16,train,29.32,133,0
32,17,train,29.58,132,0
32,18,train,29.25,136,0
32,19,train,29.62,134,0
32,20,train,29.54,135,0
32,21,train,29.7,124,0
32,22,train,29.56,127,0
32,23,train,29.29,128,0
32,24,train,29.39,130,0
32,25,train,29.37,130,0
32,26,train,29.48,130,0
32,27,train,29.49,129,0
32,28,train,29.42,126,0
32,29,train,29.53,125,0
33,0,train,30.39,96,0
33,1,train,30.34,90,0
33,2,train,30.82,95,0
33,3,train,30.78,97,0
33,4,train,30.67,99,0
33,5,train,30.55,101,0
